time,event
39347,9
39437,2
39447,9
39783,9
39812,9
40007,9
40076,2
40216,2
40300,9
40362,1
40365,2
40388,9
40559,9
40633,9
40644,9
41392,9
41662,9
41792,9
41795,9
41803,9
42043,9
42082,2
42378,1
42463,9
42551,9
42589,9
42693,9
42759,2
42760,9
43209,9
43438,9
43578,9
43649,2
43650,1
43651,2
43652,1
43785,9
43802,9
43831,9
43913,2
44169,2
44242,9
44295,2
44355,9
44356,1
44361,1
44609,2
44823,2
44894,9
44909,9
44943,9
45041,9
45350,2
45421,2
45456,9
45731,9
46087,9
46330,2
46335,1
46344,9
46404,9
46656,9
46675,9
46810,9
46926,2
46930,1
46986,2
47230,9
47255,2
47277,1
47318,1
47324,1
47327,2
47332,1
47403,9
47739,2
47741,1
47745,9
47746,2
47755,9
47910,2
47917,2
47968,9
48103,9
48110,1
48111,9
48179,2
48513,9
48567,1
48754,2
48790,9
48933,9
48937,2
49221,9
49222,9
49350,9
49439,1
49444,1
49540,9
49557,2
49561,1
49738,2
49931,9
49981,2
49983,1
50132,1
50149,9
50185,2
50204,9
50451,9
50614,1
50615,2
50616,1
50617,2
50619,2
50649,1
50663,9
50843,9
50907,2
51033,1
51067,2
51201,9
51214,9
51216,9
51414,9
51440,2
51478,2
51546,9
51622,2
51685,1
51749,1
51870,9
51898,2
51974,9
52122,1
52151,9
52210,1
52221,2
52222,1
52260,1
52300,1
52303,1
52304,2
52305,1
52354,9
52402,9
52416,2
52486,2
52589,2
52606,2
52612,1
52616,1
52616,9
52765,9
52853,2
52994,9
52996,2
53108,1
53110,1
53117,9
53359,2
53395,9
53416,2
53644,9
53690,1
53780,2
53823,2
54085,2
54087,1
54114,2
54221,2
54370,1
54412,9
54464,9
54477,1
54480,1
54515,2
54516,1
54533,9
54536,1
54539,2
54552,2
54588,1
54720,2
54741,9
54797,2
54961,9
55241,9
55260,1
55264,2
55302,9
55304,1
55309,2
55318,2
55362,9
55366,9
55367,2
55369,9
55632,2
55638,9
55766,9
55918,2
55951,9
56057,2
56059,2
56061,1
56090,9
56114,9
56189,2
56199,2
56230,9
56263,9
56306,1
56384,2
56385,2
56388,1
56448,2
56604,9
56673,9
56993,9
57086,9
57113,2
57120,1
57122,1
57148,9
57168,9
57254,2
57260,2
57340,9
57435,1
57442,2
57452,9
57457,9
57513,1
57669,2
57674,1
57695,9
57697,9
57874,9
57879,9
57950,2
57967,1
57972,1
58000,2
58119,2
58136,2
58138,2
58186,1
58246,9
58262,9
58648,2
58688,2
58689,1
58817,1
58820,2
58855,9
58918,2
58922,2
58986,2
59022,9
59066,9
59068,9
59086,2
59102,9
59135,2
59179,9
59246,1
59365,2
59369,2
59371,1
59404,2
59408,1
59490,2
59538,2
59574,1
59619,9
59799,1
59802,2
59811,9
59813,9
59817,9
59841,2
60050,9
60058,2
60192,2
60259,1
60273,9
60278,9
60343,2
60715,9
60764,1
60836,2
60884,1
60886,1
60887,2
60888,1
60888,2
60889,2
60891,2
60893,2
60939,1
60940,1
60942,2
60966,9
61021,2
61108,2
61211,1
61234,9
61361,1
61381,9
61387,2
61448,2
61454,9
61493,2
61499,2
61519,9
61566,2
61567,1
61628,2
61672,9
61752,9
61860,9
61900,9
61970,2
61986,2
62012,9
62041,2
62045,1
62086,2
62106,1
62107,2
62108,1
62109,1
62300,2
62333,2
62334,1
62348,9
62350,9
62370,2
62377,2
62510,9
62537,1
62553,9
62579,1
62587,9
62612,2
62622,1
62662,1
62674,1
62676,1
62681,2
62691,9
62731,9
62921,9
63226,9
63242,2
63297,2
63426,9
63553,2
63556,1
63571,2
63673,9
63725,2
63785,9
63833,9
64026,2
64052,2
64171,1
64174,9
64179,9
64309,2
64365,9
64605,9
64665,9
64727,9
64869,2
64896,9
64961,9
65031,9
65111,1
65198,2
65213,9
65358,9
65374,9
65437,2
65561,9
65582,2
65650,2
65693,2
65696,1
65763,9
65816,9
65872,2
66014,9
66127,2
66168,9
66220,9
66244,2
66312,2
66323,9
66398,9
66551,2
66622,2
66696,2
66732,1
66738,9
66756,2
66939,2
66986,9
66995,2
67124,2
67269,1
67270,2
67272,2
67402,9
67434,2
67437,1
67447,2
67478,2
67649,9
67674,2
67705,9
67709,1
67716,2
67727,9
67730,9
67797,9
67820,9
67875,9
68117,1
68125,2
68293,2
68525,2
68615,1
68616,1
68627,2
68630,9
68645,9
68785,9
68997,2
69070,9
69074,1
69077,2
69104,9
69170,9
69245,1
69266,9
69300,2
69305,2
69344,2
69698,9
69733,9
69828,2
69834,1
69834,9
69957,9
70012,2
70014,1
70021,9
70036,2
70123,2
70194,2
70202,9
70259,1
70261,2
70263,1
70265,1
70342,1
70462,2
70464,1
70504,9
70817,2
70820,9
70823,2
70834,9
70847,2
70850,2
70851,1
70867,2
70885,9
70888,2
70961,2
70963,9
71055,2
71167,9
71225,9
71249,2
71252,2
71302,9
71323,9
71324,2
71335,2
71351,2
71405,2
71537,2
71584,2
71598,9
71664,1
71705,9
71833,9
71960,1
71965,2
71984,2
71993,2
72053,2
72116,1
72119,9
72177,2
72256,9
72277,9
72347,1
72349,1
72377,9
72473,2
72474,1
72475,2
72476,1
72477,2
72478,2
72504,9
72656,2
72746,9
72829,2
72884,9
72890,9
72916,2
72927,2
72991,1
72994,2
73093,2
73203,9
73225,2
73238,9
73322,9
73358,9
73383,2
73384,1
73385,2
73387,1
73391,9
73395,9
73421,2
73424,2
73494,2
73560,2
73565,9
73572,9
73579,2
73608,2
73610,2
73647,9
73656,2
73676,2
73721,1
73788,1
73795,2
73796,2
73800,1
73803,9
73806,1
73828,2
73956,9
74090,1
74091,2
74114,1
74117,2
74117,2
74122,2
74135,2
74145,9
74206,9
74284,9
74415,9
74609,9
74630,9
74638,2
74660,1
74662,1
74681,2
74746,1
74867,9
74912,2
74913,1
74996,2
75078,2
75108,2
75326,1
75403,9
75494,9
75497,9
75546,2
75713,9
75746,1
75757,2
75760,1
75772,9
75906,9
75925,2
75948,2
75950,1
76018,1
76021,2
76089,9
76114,9
76224,2
76254,1
76260,9
76263,9
76285,1
76298,2
76304,1
76307,1
76309,2
76332,2
76380,9
76395,9
76406,1
76407,2
76410,2
76411,2
76412,2
76462,9
76465,2
76586,9
76694,2
76725,2
76726,1
76727,2
76728,1
76731,9
76768,2
76828,2
76838,9
76844,2
77018,9
77104,2
77136,9
77178,9
77217,2
77270,1
77270,1
77272,1
77307,2
77349,9
77398,1
77505,1
77522,9
77539,9
77558,2
77577,2
77578,1
77581,1
77663,9
77669,1
77679,2
77819,9
77878,2
77901,2
77942,2
77973,2
78149,9
78250,9
78292,2
78334,2
78367,2
78486,1
78522,2
78536,9
78660,9
78662,1
78692,1
78699,1
78742,9
78758,1
78760,2
78777,9
78794,2
78806,2
78841,9
78880,2
78932,2
78981,1
79021,2
79030,2
79037,9
79064,2
79141,9
79154,1
79196,9
79283,9
79305,9
79313,9
79335,2
79455,2
79458,1
79461,1
79464,1
79510,1
79647,9
79661,1
79762,1
79765,2
79786,9
79810,2
79833,2
79876,9
79878,9
79919,9
79934,2
79984,2
79985,1
80005,1
80170,9
80231,9
80243,9
80304,1
80493,1
80525,2
80552,9
80620,2
80622,1
80752,2
80769,2
80771,1
80772,2
80773,1
80778,9
80887,2
80924,2
80956,2
80991,2
80997,1
81013,2
81015,1
81026,9
81080,9
81215,9
81250,9
81293,2
81299,2
81448,2
81456,9
81582,9
81680,2
81686,2
81687,9
81716,2
81717,1
81720,1
81730,1
81734,9
81748,1
81777,2
81849,9
81880,9
81886,1
81899,1
81902,1
81916,9
81931,9
81965,2
81988,1
82048,2
82053,1
82074,9
82135,9
82220,9
82252,2
82263,1
82320,2
82385,2
82412,1
82415,1
82643,9
82734,1
82761,9
82833,1
82834,2
82855,1
82891,2
82982,1
82984,1
82991,9
83065,2
83082,9
83125,2
83185,9
83251,2
83252,1
83284,2
83289,1
83309,2
83319,2
83336,2
83342,1
83502,9
83533,2
83543,1
83568,9
83585,1
83694,2
83717,2
83789,2
83794,1
83795,2
83913,2
83972,2
83985,9
84032,9
84083,9
84090,1
84092,2
84094,1
84102,9
84105,9
84126,9
84158,1
84162,2
84255,1
84256,2
84322,2
84325,2
84363,2
84378,2
84385,2
84483,2
84484,1
84484,2
84485,2
84486,1
84525,2
84565,9
84607,2
84676,2
84767,2
84769,1
84794,2
84806,9
84833,9
84923,2
85012,2
85087,2
85137,9
85158,2
85187,9
85201,2
85223,9
85260,9
85305,1
85362,2
85436,1
85516,2
85517,1
85628,2
85695,2
85728,9
85736,1
85739,1
85813,9
85827,2
85841,1
85899,2
85904,1
85905,2
85934,9
86060,1
86073,2
86130,9
86276,9
86322,9
86344,2
86360,2
86389,9
86415,2
86433,2
86502,2
86511,1
86514,1
86517,1
86613,2
86634,2
86640,1
86661,2
86661,2
86686,9
86711,1
86720,9
86840,9
86842,9
86887,1
86979,2
86982,1
87012,2
87151,1
87185,9
87313,2
87337,1
87338,2
87340,2
87377,1
87377,9
87380,1
87412,2
87413,1
87416,2
87492,2
87506,9
87515,9
87618,2
87648,9
87655,9
87793,2
87866,2
87895,1
87992,1
88072,2
88109,9
88183,1
88198,9
88200,9
88207,1
88218,2
88415,2
88430,9
88456,1
88458,1
88510,1
88525,9
88629,9
88638,1
88672,1
88689,1
88691,2
88720,9
88744,1
88792,2
88796,1
88834,2
88839,1
88876,1
88880,2
88888,1
88891,1
88913,9
88918,9
89016,9
89072,2
89083,2
89085,1
89111,1
89113,1
89116,2
89131,9
89166,1
89170,1
89254,2
89292,1
89315,9
89331,1
89349,9
89360,2
89367,2
89395,2
89436,2
89461,9
89494,1
89502,1
89505,1
89506,1
89507,2
89508,1
89509,2
89544,9
89551,9
89588,9
89618,9
89619,9
89642,1
89645,1
89647,2
89656,9
89657,2
89661,1
89665,2
89681,9
89718,9
89733,9
89749,2
90001,1
90014,9
90048,9
90058,9
90058,2
90073,9
90079,9
90089,2
90093,1
90157,9
90191,9
90200,2
90228,1
90373,2
90377,2
90416,2
90420,2
90531,1
90558,9
90611,2
90614,1
90615,2
90636,9
90669,9
90685,2
90708,1
90727,2
90801,2
90802,1
90803,2
90804,1
90905,2
90906,1
90948,2
91049,2
91057,9
91065,9
91093,1
91133,9
91174,2
91192,9
91252,1
91254,2
91302,9
91384,9
91388,9
91426,2
91428,1
91438,2
91468,1
91477,2
91635,1
91687,2
91732,9
91740,2
91745,1
91775,1
91778,2
91821,1
91845,2
91866,9
91893,9
91998,2
92033,1
92044,9
92062,9
92076,1
92078,1
92085,9
92147,2
92319,1
92330,9
92396,2
92434,9
92465,9
92556,9
92688,2
92784,9
92800,1
92802,1
92850,2
92859,2
92861,1
92882,9
92885,1
92889,1
92913,9
92947,9
92949,9
92975,9
93041,9
93073,9
93098,2
93101,9
93120,1
93123,1
93197,9
93260,1
93265,2
93267,1
93268,2
93269,1
93276,9
93291,9
93296,2
93319,1
93322,2
93324,1
93383,9
93467,2
93474,9
93479,9
93557,9
93794,1
93807,9
93827,2
93841,2
93845,1
93848,1
93860,9
94145,2
94163,2
94165,1
94175,2
94182,1
94185,1
94196,9
94284,2
94285,1
94292,9
94296,9
94463,2
94468,1
94531,2
94533,9
94540,9
94559,1
94606,9
94645,9
94661,9
94686,2
94687,1
94694,2
94739,9
94796,9
94838,1
94839,1
94875,2
94887,2
94891,2
94895,2
94898,2
94900,9
94904,9
94907,9
94955,1
94958,1
94984,2
94997,9
95033,2
95044,1
95064,2
95078,9
95100,1
95167,2
95334,2
95350,2
95361,2
95422,9
95456,9
95470,9
95481,1
95484,1
95561,2
95562,1
95604,2
95652,1
95678,9
95753,2
95758,2
95774,9
95806,2
95826,9
95839,2
95956,9
96007,2
96019,1
96023,2
96029,2
96043,2
96182,2
96213,2
96243,2
96269,9
96279,2
96310,1
96312,2
96313,1
96314,2
96402,1
96403,2
96404,1
96405,2
96436,2
96447,9
96449,9
96464,9
96479,9
96551,2
96557,2
96583,1
96617,2
96618,1
96620,2
96621,1
96632,1
96651,9
96665,9
96706,9
96708,9
96771,9
96790,9
96797,9
96824,9
96842,2
96853,2
96860,9
96895,9
96895,2
97148,9
97169,2
97264,2
97266,2
97373,2
97393,2
97404,9
97539,2
97543,1
97637,9
97697,2
97734,9
97819,9
97823,1
97897,9
98092,2
98094,2
98097,1
98102,1
98102,9
98103,2
98136,9
98181,2
98200,1
98202,2
98202,2
98203,1
98204,2
98224,2
98228,1
98240,9
98326,2
98402,2
98430,1
98451,2
98500,2
98620,2
98660,2
98701,1
98767,1
98768,9
98793,1
98794,1
98796,2
98797,1
98805,9
98917,2
99016,9
99043,1
99051,9
99065,2
99145,9
99148,2
99185,1
99188,2
99190,2
99217,1
99224,9
99320,1
99322,1
99323,2
99329,9
99334,2
99407,2
99410,1
99410,9
99411,2
99412,1
99498,2
99549,9
99550,9
99559,1
99578,9
99607,9
99638,2
99654,9
99688,1
99713,2
99795,2
99798,2
99821,2
99849,1
99856,2
99891,9
99927,2
99996,2
100017,9
100053,2
100131,9
100257,2
100297,9
100448,9
100522,9
100580,9
100666,1
100694,2
100695,1
100747,9
100754,9
100822,9
100825,2
100826,1
100827,2
100828,1
100833,9
100850,9
100852,9
100863,9
100948,9
100988,1
101132,9
101203,2
101289,2
101301,1
101325,2
101330,2
101331,1
101612,9
101614,9
101655,9
101670,1
101674,1
101677,1
101680,2
101686,9
101783,2
101796,9
101860,1
101870,9
102026,9
102119,9
102146,1
102156,2
102166,9
102190,9
102197,2
102210,2
102211,1
102293,2
102503,2
102581,2
102614,9
102614,2
102628,2
102632,1
102633,2
102654,9
102734,1
102735,1
102737,2
102739,9
102753,1
102763,1
102793,9
102799,1
102801,1
102820,2
103004,1
103005,2
103024,2
103047,2
103048,1
103129,9
103258,9
103267,2
103426,1
103427,2
103456,1
103462,1
103466,2
103469,2
103490,9
103605,9
103610,1
103612,2
103678,9
103695,2
103719,1
103722,1
103729,2
103735,1
103757,1
103759,1
103763,2
103796,9
103814,2
103819,1
103822,1
103830,1
103847,2
103852,9
103881,1
103928,2
103943,2
103944,1
103951,9
103952,1
104116,2
104138,2
104229,2
104286,2
104347,1
104394,9
104396,2
104397,1
104398,2
104399,2
104492,2
104499,2
104624,9
104628,1
104629,2
104630,1
104631,2
104751,9
104786,9
104794,9
104798,2
104833,9
104842,1
104844,1
104847,2
104866,9
104903,2
105017,2
105018,1
105098,2
105212,9
105286,2
105294,9
105298,2
105309,9
105310,1
105324,2
105325,2
105549,2
105599,9
105620,9
105626,9
105653,9
105839,9
105853,2
105879,2
105880,1
105937,9
106028,9
106043,2
106049,2
106050,1
106051,2
106052,1
106073,1
106074,1
106075,1
106077,1
106098,2
106190,2
106191,1
106192,2
106193,1
106198,9
106231,9
106365,9
106366,2
106501,9
106562,9
106591,2
106603,2
106629,9
106713,2
106743,9
106749,1
106786,9
106832,2
106837,1
106960,1
106962,2
106968,1
106978,9
107077,2
107090,1
107093,1
107225,9
107279,1
107280,2
107282,1
107319,9
107341,1
107343,1
107344,2
107350,2
107434,2
107470,9
107474,9
107474,2
107526,2
107569,1
107578,2
107586,1
107591,1
107625,2
107626,1
107635,9
107671,2
107673,1
107714,1
107784,2
107886,9
107888,9
107926,2
107975,1
107983,1
107985,1
108004,2
108197,9
108227,1
108310,9
108364,2
108404,9
108413,1
108416,2
108424,2
108440,1
108441,2
108489,9
108498,2
108505,9
108506,9
108597,2
108598,1
108736,1
108738,2
108739,1
108740,2
108741,2
108756,2
108807,9
108857,1
109021,9
109120,2
109215,9
109218,9
109223,2
109292,9
109432,1
109444,1
109445,2
109446,1
109447,2
109467,1
109468,2
109469,1
109471,2
109489,2
109806,2
109808,1
109813,9
109863,2
110007,2
110120,2
110127,1
110133,9
110199,1
110204,2
110375,9
110474,2
110477,1
110553,9
110554,2
110555,9
110561,1
110734,2
110772,9
110774,9
110797,9
110803,2
110804,1
110821,9
110867,2
110869,9
110905,2
110949,2
111110,2
111111,1
111112,2
111113,1
111142,2
111143,1
111144,2
111145,1
111184,2
111206,9
111211,2
111214,9
111352,1
111367,9
111368,1
111371,2
111376,9
111456,2
111458,2
111459,9
111473,9
111528,1
111530,1
111669,2
111673,1
111679,2
111746,2
111748,2
111808,9
111933,9
111939,2
111943,2
112018,2
112087,2
112101,2
112148,1
112167,2
112181,9
112231,9
112262,2
112306,9
112314,2
112398,2
112483,9
112508,2
112541,9
112781,2
112807,1
112824,1
112862,1
112904,2
112920,1
112946,2
112948,1
112951,9
112985,9
112999,1
113001,2
113030,9
113037,9
113164,9
113241,2
113250,2
113287,1
113432,1
113433,2
113492,1
113504,1
113505,2
113507,1
113508,2
113517,9
113531,9
113575,9
113621,2
113623,2
113706,2
113814,2
113937,9
114003,2
114036,2
114108,1
114109,1
114110,2
114136,2
114143,9
114229,9
114239,9
114247,2
114253,9
114263,1
114325,9
114358,1
114369,1
114373,1
114384,2
114416,1
114416,2
114419,9
114433,9
114469,2
114491,2
114501,9
114557,9
114596,2
114650,9
114671,9
114819,2
114852,2
114870,9
114893,9
114954,2
114974,1
114988,2
115109,9
115109,2
115121,1
115122,2
115123,1
115182,9
115184,2
115186,9
115223,2
115235,2
115236,1
115395,9
115594,1
115598,2
115618,9
115655,1
115657,1
115671,9
115690,2
115694,2
115702,9
115755,2
115757,1
115760,1
115767,2
115804,9
115896,2
116024,2
116025,1
116033,9
116059,9
116127,9
116136,1
116204,1
116205,2
116219,9
116246,2
116252,1
116349,9
116352,9
116383,1
116384,1
116436,1
116517,1
116534,2
116580,1
116582,9
116587,9
116668,1
116673,2
116679,1
116694,2
116735,9
116764,2
116768,2
116769,2
116770,1
116772,1
116811,9
116858,2
116981,9
117046,2
117129,1
117190,2
117211,9
117229,9
117262,9
117445,9
117447,9
117454,9
117475,2
117485,2
117558,9
117587,9
117649,2
117698,1
117700,2
117702,2
117706,2
117771,2
117776,1
117785,2
117827,2
117829,2
117847,9
117940,2
117974,9
118023,2
118086,2
118091,2
118116,9
118182,1
118183,2
118252,2
118257,9
118319,2
118320,1
118322,2
118324,1
118364,2
118366,1
118369,9
118372,1
118412,2
118446,9
118456,1
118458,2
118459,1
118502,1
118509,2
118618,2
118823,9
118863,2
118964,9
118991,2
119084,1
119085,9
119085,2
119086,1
119153,2
119177,1
119179,1
119188,9
119231,2
119247,9
119307,1
119331,2
119332,1
119335,1
119347,2
119355,2
119360,1
119363,1
119408,2
119439,9
119480,1
119480,2
119530,2
119549,9
119561,1
119564,2
119565,1
119738,9
119786,2
119818,1
119868,2
119888,1
119889,1
119891,1
119892,2
119906,9
119924,9
119930,9
119947,1
119950,1
119951,2
119952,1
119953,2
119956,9
119964,2
119980,9
119980,2
120016,2
120055,1
120105,1
120191,9
120199,2
120205,9
120223,2
120255,2
120541,9
120543,9
120564,9
120587,2
120602,2
120620,9
120631,2
120645,1
120647,2
120665,9
120668,9
120801,9
120819,9
120852,2
120859,9
120965,2
120970,2
120973,1
120975,9
120992,2
120994,2
121014,2
121083,2
121085,1
121086,2
121087,1
121092,2
121094,9
121095,1
121214,2
121216,2
121250,2
121286,2
121292,1
121359,9
121528,2
121564,2
121604,2
121627,2
121655,2
121719,1
121743,9
121798,9
121920,9
121994,2
121999,2
122002,2
122015,9
122017,1
122019,1
122043,2
122047,9
122048,9
122086,9
122142,2
122174,1
122187,2
122195,9
122330,1
122508,1
122555,9
122583,2
122595,2
122613,9
122616,9
122699,1
122701,1
122703,2
122704,1
122829,9
122920,2
122932,1
122935,2
122940,1
122970,9
122989,9
122997,2
123027,2
123073,9
123094,9
123107,9
123113,9
123133,2
123218,1
123276,2
123300,1
123322,2
123386,2
123389,2
123408,2
123410,2
123471,9
123493,9
123554,9
123614,9
123638,9
123751,9
123793,1
123958,2
123975,2
124128,1
124129,2
124130,1
124131,2
124135,9
124155,2
124157,1
124189,9
124203,2
124204,2
124206,1
124225,2
124230,1
124230,1
124245,1
124248,1
124271,9
124295,9
124308,2
124317,1
124382,2
124454,9
124499,9
124522,2
124615,1
124645,9
124680,9
124687,9
124688,2
124692,2
124697,1
124700,1
124829,9
124883,9
125046,1
125065,9
125065,2
125067,1
125146,9
125226,2
125233,2
125235,2
125236,9
125279,9
125347,1
125348,2
125350,1
125373,9
125378,1
125383,9
125416,9
125434,2
125507,2
125532,1
125544,9
125566,9
125568,9
125589,2
125630,9
125641,9
125675,2
125679,1
125680,1
125682,1
125683,1
125683,9
125807,2
125930,2
125932,2
125944,2
126009,1
126021,1
126097,2
126106,1
126108,1
126109,2
126153,1
126154,2
126156,1
126230,1
126233,2
126258,9
126345,2
126359,2
126394,9
126492,9
126512,9
126566,9
126603,1
126802,2
126804,1
126810,9
127014,2
127042,9
127049,2
127052,2
127068,2
127084,9
127140,9
127166,1
127168,2
127169,1
127170,2
127207,9
127245,9
127283,9
127283,2
127352,1
127361,9
127374,9
127467,9
127610,2
127660,9
127685,2
127994,2
127995,1
127996,9
128075,9
128086,2
128331,2
128338,2
128533,2
128549,2
128554,2
128626,2
128640,2
128641,1
128644,9
128649,9
128716,1
128720,1
128731,2
128841,9
128867,9
128940,2
128961,9
128963,9
128969,9
129002,2
129004,2
129043,2
129209,9
129286,1
129356,2
129362,2
129408,9
129409,1
129416,9
129418,9
129421,9
129480,1
129481,2
129482,1
129600,2
129616,2
129739,2
129755,2
129776,9
129790,1
129794,1
129917,9
129936,2
129948,9
129956,9
129973,2
130110,9
130146,2
130188,9
130248,9
130279,9
130290,1
130292,1
130301,9
130335,9
130338,2
130592,2
130594,1
130596,1
130633,9
130686,1
130687,2
130689,1
130717,9
130720,9
130737,2
130769,9
130807,9
130893,9
130918,2
130950,2
130982,1
131079,9
131091,2
131171,9
131206,1
131219,9
131220,1
131221,1
131222,1
131223,1
131224,2
131231,9
131340,9
131349,1
131351,1
131352,1
131353,1
131366,9
131374,2
131380,9
131416,9
131420,2
131532,2
131537,1
131540,1
131548,9
131671,2
131682,9
131780,9
131796,1
131809,2
131811,1
132062,9
132097,9
132109,2
132122,2
132354,2
132355,1
132399,9
132438,2
132449,9
132498,1
132501,1
132504,2
132505,1
132540,9
132549,9
132560,1
132560,1
132561,2
132562,1
132563,2
132617,9
132695,2
132696,1
132701,1
132702,9
132718,9
132751,2
132782,9
132791,2
132792,1
132800,1
132802,2
132841,2
132869,2
132870,1
133049,9
133157,2
133158,9
133193,2
133296,2
133370,9
133370,2
133374,1
133524,9
133560,1
133562,1
133564,1
133567,2
133578,9
133619,1
133623,1
133659,2
133707,2
133717,9
133728,9
133866,9
133881,2
133889,2
133890,1
133912,1
133915,2
133919,9
133944,2
133961,9
134002,9
134006,9
134009,9
134023,2
134049,9
134066,9
134070,2
134075,2
134077,1
134125,1
134126,2
134127,1
134128,2
134134,9
134143,9
134152,2
134153,1
134162,9
134167,9
134168,9
134309,2
134327,2
134333,1
134335,1
134399,2
134550,9
134626,9
134627,9
134722,9
134728,2
134794,9
134860,9
134864,9
134896,1
134897,2
134898,1
134955,9
134998,2
135000,2
135001,1
135001,1
135003,1
135009,9
135010,9
135098,9
135146,2
135147,1
135152,9
135154,9
135182,9
135250,2
135251,9
135402,9
135437,2
135649,9
135650,1
135652,2
135665,2
135693,9
135820,9
135915,9
135926,1
135945,9
135960,2
135989,2
136047,9
136157,9
136188,9
136188,2
136189,1
136294,2
136315,9
136361,9
136363,2
136366,2
136369,2
136440,2
136445,1
136449,9
136559,9
136564,9
136585,2
136613,9
136625,9
136633,2
136710,2
136734,2
136738,1
136741,1
136755,2
136771,2
136810,1
136813,1
136815,2
137035,9
137069,9
137137,9
137215,2
137220,1
137298,2
137348,2
137350,9
137350,2
137358,9
137484,2
137522,2
137582,9
137617,2
137618,1
137653,9
137662,2
137668,2
137712,2
137770,9
137821,2
137825,1
137952,1
137956,2
138006,9
138135,9
138169,2
138211,9
138226,2
138228,2
138229,2
138333,2
138363,9
138386,2
138392,1
138396,1
138498,1
138505,9
138739,2
138786,2
138787,1
138811,1
138850,9
138957,2
138991,9
139073,9
139108,2
139111,1
139123,9
139164,2
139225,2
139228,1
139234,9
139261,2
139311,2
139361,9
139405,9
139570,9
139689,2
139729,2
139813,9
139813,9
139849,9
140019,9
140021,1
140024,2
140028,9
140159,2
140162,1
140202,9
140204,9
140252,9
140253,9
140291,9
140355,1
140576,2
140578,2
140580,1
140585,2
140587,1
140592,9
140715,2
140717,2
140721,1
140805,9
140809,9
140871,9
140896,9
141031,2
141063,2
141068,1
141074,2
141075,1
141077,2
141079,2
141099,1
141106,2
141201,9
141343,1
141346,1
141347,2
141439,9
141506,1
141509,2
141596,9
141660,2
141705,9
141728,9
141850,2
141851,2
141854,1
141924,2
141938,2
142082,9
142089,1
142139,9
142143,9
142195,9
142245,9
142245,2
142246,1
142247,2
142248,1
142325,9
142410,9
142516,9
142540,9
142558,2
142561,1
142625,1
142711,2
142716,1
142850,9
142880,9
142996,2
143015,2
143019,1
143253,1
143255,1
143257,2
143259,2
143390,9
143401,9
143444,9
143541,2
143566,2
143568,1
143573,9
143633,9
143671,2
143674,1
143727,2
143755,9
143881,1
144025,9
144105,2
144279,2
144285,2
144286,1
144287,2
144288,1
144403,9
144570,1
144575,9
144754,2
144773,9
144807,1
144850,2
144912,9
145183,1
145236,2
145397,9
145421,9
145479,9
145736,9
145740,2
146025,9
146056,2
146058,1
146059,2
146060,1
146157,2
146361,1
146379,9
146479,1
146480,2
146481,1
146543,2
146544,2
146545,1
146546,2
146548,1
146548,1
146551,9
146629,9
146731,1
146733,2
146734,1
146735,2
146848,9
147075,9
147109,2
147253,2
147260,1
147324,1
